name,description,gst_price
Business Innovation with Blockchain Technology,"Step into the future of business innovation with our meticulously crafted course on Blockchain Technology. Participants will embark on a journey to comprehend the foundational tenets of blockchain, distinguishing between the nuances of cryptocurrency and blockchain technologies. As the course progresses, attendees will gain a profound understanding of the transformative role blockchain plays in modern business innova....",$327.00
"Crypto, NFT, Metaverse, GameFi and DeFi Tokenomics Fundamentals","Blockchain is essentially a decentralised and distributed database peer-to-peer technology (Web3) that was popularised by the Bitcoin global cryptocurrency platform since 2009. There has been a lot of hype around Blockchain and Web3 technology in recent times. Almost all Fin-Tech heavy weights are pouring investments into various Blockchain projects such as DeFi, GameFi, Metaverse, NFT etc .Governments and regulators....",$327.00
IBF - Blockchain and DeFi 101 for Fintech Executives,"Unlock the potential of Blockchain and DeFi in the fintech industry with our specialized course designed for executives. In this course, you will delve deep into the world of blockchain technology and decentralized finance, gaining a profound understanding of how these transformative innovations are reshaping the financial landscape.
Throughout the program, you'll explore the fundamental concepts of blockchain, incl....",$436.00
IBF - Blockchain Smart Contract Programming for Financial Services,"Discover the power of Blockchain Smart Contract Programming in the context of Financial Services with our comprehensive course. In today's rapidly evolving financial landscape, blockchain technology has emerged as a game-changer, and understanding how to program smart contracts is essential for any professional in the field. This course will equip you with the knowledge and hands-on skills needed to excel in blockcha....",$872.00
WSQ - Smart Contract Programming for Ethereum Blockchain,"Unlock the potential of Ethereum Blockchain with our comprehensive course on Smart Contract Programming. In today's digital landscape, blockchain technology is transforming industries, and understanding how to create smart contracts is essential for any professional looking to harness its power. This course equips you with the knowledge and practical skills needed to excel in blockchain development.
Throughout this ....",$749.92
WSQ - Business Innovation with Blockchain Technology,"Unlock the potential of blockchain to drive business innovation in our WSQ-endorsed course. You'll grasp the basics of blockchain technology, including smart contracts and digital ledgers, as well as its application in various sectors such as finance, healthcare, and supply chain. This course is designed to enable you to make informed decisions about integrating blockchain into your business processes for increased s....",$381.50
Ethereum Smart Contract Programming with Solidity and Web3 (Javascript),"Dive deep into the transformative domain of Ethereum blockchain with our specially designed course that seamlessly integrates Solidity programming and Web3.js. Participants will begin by uncovering the fundamentals of how blockchain operates, with a specific focus on the intricacies of the Ethereum blockchain. The heart of the course revolves around Solidity, the premiere programming language for writing smart contra....",$654.00
Ethereum Smart Contract Programming with Solidity and Web3 (Python),"Dive headfirst into the captivating world of Ethereum Smart Contract programming through our meticulously crafted course. Participants begin by gaining an in-depth understanding of the blockchain's mechanics and the unique features of the Ethereum Blockchain. The curriculum then delves into the nuances of Solidity programming, empowering attendees to craft robust Smart Contracts with precision.
Taking the experience....",$654.00
Ethereum Blockchain Smart Contract  Course,"Discover the transformative realm of Ethereum Blockchain with our specialized course tailored for forward-thinking enthusiasts. Participants will be introduced to the core principles underpinning the Ethereum Blockchain, elucidating its groundbreaking capabilities and functionalities. With a robust understanding of these foundational concepts, attendees are well-positioned to appreciate the broader implications and p....",$324.82
5 Days Blockchain Specialization,"Embark on a journey of discovery and mastery with our 5-day Blockchain Specialization course. This comprehensive training is crafted to provide you with an in-depth understanding of blockchain technology, its mechanisms, and its far-reaching applications. The course begins with the fundamentals, explaining the principles of distributed ledger technology, and then moves on to explore the intricacies of blockchain netw....","$1,635.00"
WSQ - NFT Opportunities for Digital Artists and Businesses,"Dive into the rapidly evolving world of Non-Fungible Tokens (NFTs) with this comprehensive WSQ course designed for both digital artists and businesses. Learn how to create unique digital assets, tokenize artwork, and understand the mechanics behind NFT marketplaces. Whether you're an artist looking to monetize your digital art or a business interested in NFT as a new revenue stream, this course will provide you with ....",$381.50
IBF - Blockchain and DeFi 101 for Fintech Executives,"Unlock the potential of Blockchain and DeFi in the fintech industry with our specialized course designed for executives. In this course, you will delve deep into the world of blockchain technology and decentralized finance, gaining a profound understanding of how these transformative innovations are reshaping the financial landscape.
Throughout the program, you'll explore the fundamental concepts of blockchain, incl....",$436.00
WSQ - Business Innovation with Blockchain Technology,"Unlock the potential of blockchain to drive business innovation in our WSQ-endorsed course. You'll grasp the basics of blockchain technology, including smart contracts and digital ledgers, as well as its application in various sectors such as finance, healthcare, and supply chain. This course is designed to enable you to make informed decisions about integrating blockchain into your business processes for increased s....",$381.50
Basic Blockchain and Bitcoin Course,"Embark on a transformative journey into the revolutionary world of blockchain and Bitcoin with our introductory course. Participants will unravel the intricate fabric of blockchain technology, gaining a thorough understanding of its myriad real-world applications. The module delves deep into the phenomenon of cryptocurrency, illuminating the mechanics behind Bitcoin and the intricacies of Bitcoin mining.
Further ele....",$324.82
How to Create  and Sell Your Non-Fungible Token (NFT) Without Coding,"Unveil the captivating world of Non-Fungible Tokens (NFTs) with our detailed course tailored for both enthusiasts and artists. We begin by demystifying what NFT truly stands for, followed by a step-by-step guide on setting up your very own Ethereum wallet – a crucial step for anyone venturing into the digital art marketplace. Additionally, the course places a keen emphasis on producing captivating digital artwo....",$327.00
"Crypto, NFT, Metaverse, GameFi and DeFi Tokenomics Fundamentals","Blockchain is essentially a decentralised and distributed database peer-to-peer technology (Web3) that was popularised by the Bitcoin global cryptocurrency platform since 2009. There has been a lot of hype around Blockchain and Web3 technology in recent times. Almost all Fin-Tech heavy weights are pouring investments into various Blockchain projects such as DeFi, GameFi, Metaverse, NFT etc .Governments and regulators....",$327.00
IBF - Blockchain and DeFi 101 for Fintech Executives,"Unlock the potential of Blockchain and DeFi in the fintech industry with our specialized course designed for executives. In this course, you will delve deep into the world of blockchain technology and decentralized finance, gaining a profound understanding of how these transformative innovations are reshaping the financial landscape.
Throughout the program, you'll explore the fundamental concepts of blockchain, incl....",$436.00
"Crypto, NFT, Metaverse, GameFi and DeFi Tokenomics Fundamentals","Blockchain is essentially a decentralised and distributed database peer-to-peer technology (Web3) that was popularised by the Bitcoin global cryptocurrency platform since 2009. There has been a lot of hype around Blockchain and Web3 technology in recent times. Almost all Fin-Tech heavy weights are pouring investments into various Blockchain projects such as DeFi, GameFi, Metaverse, NFT etc .Governments and regulators....",$327.00
IBF - Blockchain and DeFi 101 for Fintech Executives,"Unlock the potential of Blockchain and DeFi in the fintech industry with our specialized course designed for executives. In this course, you will delve deep into the world of blockchain technology and decentralized finance, gaining a profound understanding of how these transformative innovations are reshaping the financial landscape.
Throughout the program, you'll explore the fundamental concepts of blockchain, incl....",$436.00
"Crypto, NFT, Metaverse, GameFi and DeFi Tokenomics Fundamentals","Blockchain is essentially a decentralised and distributed database peer-to-peer technology (Web3) that was popularised by the Bitcoin global cryptocurrency platform since 2009. There has been a lot of hype around Blockchain and Web3 technology in recent times. Almost all Fin-Tech heavy weights are pouring investments into various Blockchain projects such as DeFi, GameFi, Metaverse, NFT etc .Governments and regulators....",$327.00
"Crypto, NFT, Metaverse, GameFi and DeFi Tokenomics Fundamentals","Blockchain is essentially a decentralised and distributed database peer-to-peer technology (Web3) that was popularised by the Bitcoin global cryptocurrency platform since 2009. There has been a lot of hype around Blockchain and Web3 technology in recent times. Almost all Fin-Tech heavy weights are pouring investments into various Blockchain projects such as DeFi, GameFi, Metaverse, NFT etc .Governments and regulators....",$327.00
Web 3 and Metaverse Awareness Course,"In the same way that social media, ecommerce, and even the internet itself were once seen as passing fads but ended up revolutionizing the way companies do business, Web3 and the metaverse are building full-fledged economies of goods and services that are already changing the way humans interact with the digital world. Business leaders need to understand the changing expectations of consumers and the workforce and re....",$327.00
IBF - Machine Learning 101 for Financial Trading,"Unlock the potential of machine learning in the financial trading sector with our IBF-STS Machine Learning 101 for Financial Trading course. Designed for both traders and finance professionals, this course demystifies the complex world of machine learning, teaching you how to analyze market data, develop predictive algorithms, and create automated trading strategies. You'll gain the knowledge and tools to identify pr....",$981.00
WSQ - Python Programming for Finance,"Elevate your financial analysis capabilities with our specialized WSQ-endorsed course on Python Programming for Finance. This comprehensive course delves into the application of Python for various financial tasks including trading algorithms, portfolio management, and risk assessment. Through hands-on exercises and real-world financial case studies, you will learn how to utilize Python's powerful libraries to analyze....","$1,090.00"
Algorithmic Trading Fundamentals with Python,"Embark on a journey into the dynamic world of Algorithmic Trading with our comprehensive course, Algorithmic Trading Fundamentals with Python, exclusively at Tertiary Courses. Designed for financial enthusiasts and professionals alike, this course delves deep into the realm of automated trading, leveraging the powerful capabilities of Python to deliver hands-on knowledge on crafting effective trading strategies. From....",$654.00
Machine Learning for Algorithmic Trading,"Algorithmic trading relies on computer programs that execute algorithms to automate some or all elements of a trading strategy. Algorithms are a sequence of steps or rules designed to achieve a goal. They can take many forms and facilitate optimisation throughout the investment process, from idea generation to asset allocation, trade execution, and risk management.
Machine learning (ML) and Deep Learning (DL) involv....",$654.00
Python for Finance,"Discover the unmatched capabilities of Python in the realm of finance. Our meticulously crafted Python for Finance course sets the foundation with a Python primer, ensuring you're well-equipped to handle the complexities ahead. Learn the intricacies of importing financial data from CSV files and directly from Yahoo Finance. Navigate the expansive world of data preparation using Pandas Series and Data Frame, ensuring ....",$654.00
Python for Trading and Investment,"Financial trading is the buying and selling of financial assets. This course will teach you the fundamental of the stock and option markets. In addition, this course will use Python to track the stock market and perform payoff calculation. 
Python has become a preferred choice for trading recently as Python is open-source and all the packages are free for commercial us. If you're familiar with financi....",$327.00
Excel for Trading and Investment,"Unlock the power of Excel in the domain of trading and investment with this comprehensive training. Delve into foundational and advanced strategies including the Moving Average Crossover, Volume Weight Average Pricing (VWAP), and the Relative Strength Indicator (RSI). Complement these with a deep understanding of key metrics like Expected Return, Beta, and Volatility, setting the stage for informed and data-driven fi....",$327.00
Time Series Analysis and Modelling with Python,"Unlock the profound potential of Time Series Analysis using Python with our specialized course, curated to provide an exhaustive grasp of the domain. Begin with an all-encompassing overview, ensuring you understand the very essence of time series data. Dive into the art of visualizing time series and its volatility, a fundamental step in deriving actionable insights. With a keen focus on the quality and integrity of ....",$327.00
WSQ - Quickbooks Accounting System for Small and Medium Enterprises,"Upgrade your financial management capabilities with our WSQ Quickbooks Accounting System for Small and Medium Enterprises course. Designed to meet the unique accounting needs of SMEs, this course offers hands-on training on using Quickbooks for various accounting tasks, including invoicing, expense tracking, and financial reporting. You'll acquire the skills to set up and manage accounts, monitor cash flows, and gene....",$348.80
WSQ - Advanced Transactional Accounting with Quickbooks Online,"Boost your accounting proficiency with our WSQ Advanced Transactional Accounting with Quickbooks Online course. Aimed at professionals and business owners, this course provides in-depth coverage of advanced accounting topics like account reconciliation, detailed financial reporting, and efficient bookkeeping. You'll gain hands-on experience using Quickbooks Online to manage complex transactions, generate financial st....",$872.00
WSQ - Xero Accounting System for Small and Medium Enterprises,"Unlock superior financial management capabilities with our WSQ Xero Accounting System for Small and Medium Enterprises course. Designed specifically for SMEs, this course provides you with practical skills to utilize Xero for various accounting activities, from invoicing to expense tracking and real-time financial reporting. Learn how to set up and manage your accounts, optimize cash flow, and generate insightful fin....",$348.80
WSQ - Advanced Transactional Accounting with Xero,"Elevate your financial management skills with our Advanced Transactional Accounting with Xero course, specially designed for professionals seeking to expand their accounting proficiency. This comprehensive program will guide you through the powerful features of Xero's software, enabling you to streamline your accounting processes, automate transactions, and analyze financial data effectively.
Delve into advanced top....",$872.00
WSQ - Budgeting for Small and Medium Enterprises,"Elevate your financial management skills with our WSQ Budgeting for Small and Medium Enterprises course. Tailored to address the unique financial challenges faced by SMEs, this course provides comprehensive insights into budgeting techniques, cost management, and revenue forecasting. You'll gain the knowledge to create and manage budgets, set financial goals, and analyze key performance indicators (KPIs), enabling yo....",$686.70
WSQ - Financial Analysis for Small and Medium Enterprises,"Strengthen your financial acumen with our WSQ Financial Analysis for Small and Medium Enterprises course. Specifically tailored for SMEs, this course delves into the nuances of financial planning, interpreting financial statements, and cash flow management. You will acquire the tools to perform ratio analysis, budgeting, and forecasting, equipping you to make informed decisions that contribute to business growth. By ....",$749.92
WSQ - Python Programming for Finance,"Elevate your financial analysis capabilities with our specialized WSQ-endorsed course on Python Programming for Finance. This comprehensive course delves into the application of Python for various financial tasks including trading algorithms, portfolio management, and risk assessment. Through hands-on exercises and real-world financial case studies, you will learn how to utilize Python's powerful libraries to analyze....","$1,090.00"
IBF - Financial Analysis for Non-Finance Managers,"Unlock the secrets of financial management with our IBF-STS Financial Analysis for Non-Finance Managers course. Designed for professionals without a financial background, this course breaks down complex financial concepts into manageable insights. You will learn how to interpret financial statements, understand budgeting principles, and analyze cash flows, enabling you to make data-driven decisions. Acquire the skill....",$872.00
IBF - Data Analytics and Deep Learning for Financial Services,"Embark on a transformative learning journey with our IBF-STS Data Analytics and Deep Learning for Financial Services course. Designed for financial professionals and data analysts, this course provides an in-depth understanding of data analytics techniques and deep learning models applicable to the financial services sector. Learn how to harness big data to create predictive models for risk assessment, portfolio opti....","$1,744.00"
QuickBooks Online Plus Training (Cloud Version),"Unlock the full potential of cloud-based accounting with our QuickBooks Online Plus Training at Tertiary Courses. Designed for both beginners and seasoned accountants, this course takes you through the intricate features of the renowned software. Learn the nuances of setting up accounts, managing customers and vendors, and delve deep into products, services, and billable expenses. Whether it's time tracking, handling....",$324.82
Advanced QuickBooks Online Plus Training,"Step into the next level of accounting proficiency with our Advanced QuickBooks Online Plus Training. Designed for those aiming for mastery, this course delves deep into the complexities of budgeting, streamlining payroll processes, and managing projects seamlessly within QuickBooks. Get insights into bank reconciliation and learn the intricacies of handling fixed assets and their depreciation.
The course doesn&rsqu....",$327.00
Basic Accounting using Xero,"Introducing our Basic Accounting using Xero course: a comprehensive guide designed to simplify your journey into the world of accounting. Begin by grasping the foundational concept of accounting and fluently interpret the three pivotal statements - balance sheets, income statements, and the cash flow statement. The curriculum is meticulously curated to ensure you're not just theoretically sound but are also able to i....",$324.82
Xero Advisor Certification Training,"In the dynamic field of accounting and financial management, possessing hands-on skills is crucial. Our Xero Advisor Certification Training equips you with in-depth knowledge and expertise to streamline financial processes, enabling you to become a proficient Xero advisor. This course encapsulates a wealth of insights to help you maneuver through Xero's versatile features, making you an asset in any financial team. I....",$654.00
Basic Accounting for Non-Finance Managers,"Embark on a transformative journey into the realm of accounting, meticulously crafted for Non-Finance Managers. This course demystifies the core concepts of accounting, from understanding the intricacies of balance sheets and income statements to accurately determining product costs. With our expert guidance, you'll grasp the nuances of performing break-even analyses and gain a deeper understanding of average and mar....",$324.82
Practical Costing Essentials for Non-Finance Professionals,"Take a deep dive into the critical world of Practical Costing Essentials tailored for non-finance professionals. This comprehensive course ensures participants become adept at identifying cost behaviour patterns, discerning the intricate relationship between fixed and variable costs, and separating mixed costs effectively. They'll also gain insights into estimating the influence of varying costs, processes, and volum....",$324.82
Effective Financial Budget and Control,"Delve into the comprehensive realm of Effective Financial Budget and Control with this meticulously designed course. Begin with a foundational grasp of budget processes, and the art of budget preparation. Equip yourself with the knowledge of basic financial terminology and the skills to source vital information for successful budget drafting. Furthermore, gain the confidence to prepare and obtain approval for your fi....",$324.82
Finance for Non-Finance Managers,"Navigating the world of finance can be daunting, especially for those not rooted in its intricacies. Our course on ""Finance for Non-Finance Managers"" demystifies financial jargon and principles, ensuring participants confidently engage in financial discussions and make informed decisions. From understanding financial statements to budgeting and forecasting, we cover the crucial areas to empower managers in any domain....",$324.82
Python for Finance,"Discover the unmatched capabilities of Python in the realm of finance. Our meticulously crafted Python for Finance course sets the foundation with a Python primer, ensuring you're well-equipped to handle the complexities ahead. Learn the intricacies of importing financial data from CSV files and directly from Yahoo Finance. Navigate the expansive world of data preparation using Pandas Series and Data Frame, ensuring ....",$654.00
Passive Income Through Real Estate Investment Trust (REITs) Investment,"The real estate game has transformed significantly with the emergence and impressive performance of real estate investment trust (REIT) in Singapore. Regardless of whether you are a real estate professional, occupier, owner, developer or investor, the impact of REITs on the real estate industry cannot be ignored. This course aims to provide you a fundamental understanding of REITs such as how to compute REITs dividen....",$327.00
Excel for Trading and Investment,"Unlock the power of Excel in the domain of trading and investment with this comprehensive training. Delve into foundational and advanced strategies including the Moving Average Crossover, Volume Weight Average Pricing (VWAP), and the Relative Strength Indicator (RSI). Complement these with a deep understanding of key metrics like Expected Return, Beta, and Volatility, setting the stage for informed and data-driven fi....",$327.00
Python for Trading and Investment,"Financial trading is the buying and selling of financial assets. This course will teach you the fundamental of the stock and option markets. In addition, this course will use Python to track the stock market and perform payoff calculation. 
Python has become a preferred choice for trading recently as Python is open-source and all the packages are free for commercial us. If you're familiar with financi....",$327.00
WSQ - Lean Manufacturing at Workplace,"Looking to make your manufacturing processes more efficient and cost-effective? Our WSQ Lean Manufacturing at Workplace course is designed to empower you with actionable strategies to eliminate waste and enhance productivity. Learn the core principles of Lean Manufacturing, including Value Stream Mapping, 5S, and Kanban. The course provides you with practical tools to identify inefficiencies, optimize workflows, and ....",$872.00
WSQ - Process and Design FMEA,"Step into the vital world of Failure Mode and Effects Analysis (FMEA) with our comprehensive course. This course is meticulously designed to equip you with the knowledge and practical skills to identify and apply process and design FMEA techniques effectively. From discerning various failure modes to understanding their severity and detectability, our course provides a thorough understanding of FMEA procedures, prepa....",$981.00
WSQ - ISO 9001 Quality Management System (QMS) Internal Auditor Training,"Venture into the world of quality management with our ISO 9001 Internal Auditor Training. This comprehensive course sheds light on the intricacies of the ISO 9001:2015 standard, emphasizing its principles, terminologies, and the methodologies inherent in effective internal auditing. Participants will be equipped with the skills to plan, conduct, report, and follow-up on an internal audit, ensuring their organization ....",$872.00
WSQ - Agile Project Management for Business,"Elevate your project management skills to new heights with our Agile Project Management for Business course. This course is structured to equip you with the fundamentals and advanced techniques of Agile methodologies like Scrum and Kanban. Learn how to plan, execute, and close projects effectively while embracing changes and managing risks. The curriculum covers key aspects of Agile such as backlog grooming, sprint p....",$872.00
WSQ - Additive Manufacturing and 3D Scanning,"Ever wondered how to bring a concept to life? Our WSQ Additive Manufacturing and 3D Scanning course is your gateway to the future of production. Learn how to navigate cutting-edge technologies like 3D scanning, additive manufacturing, and rapid prototyping. Get hands-on experience with digital fabrication, CAD design, and slicing software. Whether you're looking to develop prototypes, custom products, or complex indu....",$872.00
Business Innovation with Additive Manufacturing,"Venture into the transformative world of additive manufacturing and understand its profound impact on modern businesses. Our course introduces learners to the intricacies of 3D printing, covering both the hardware and software aspects that are pivotal for successful implementation. With hands-on sessions and expert guidance, participants will gain a robust grasp of the technology, ensuring they are equipped to harnes....",$327.00
OpenFOAM Essential Training,"OpenFOAM Essential Training offers a thorough introduction to the world of OpenFOAM, paving the way for learners to grasp fundamental and intricate aspects of computational fluid dynamics (CFD) simulations. The course starts by elucidating the core principles of OpenFOAM, progressing seamlessly into modules that touch upon basic meshing, visualization, case setups, and varied analysis methods.
Learners will be adept....",$324.82
WSQ - Additive Manufacturing and 3D Scanning,"Ever wondered how to bring a concept to life? Our WSQ Additive Manufacturing and 3D Scanning course is your gateway to the future of production. Learn how to navigate cutting-edge technologies like 3D scanning, additive manufacturing, and rapid prototyping. Get hands-on experience with digital fabrication, CAD design, and slicing software. Whether you're looking to develop prototypes, custom products, or complex indu....",$872.00
3D Printing and Prototyping,"Discover the transformative potential of 3D Printing and Prototyping in our hands-on course tailored for both novices and professionals. Initiate your journey with an in-depth exploration of 3D Prototyping, understanding the nuances of bringing an idea into a palpable dimension. As the course progresses, you'll be adeptly guided on how to seamlessly transit from mere ideation to a tangible prototype, integrating the ....",$270.32
Business Innovation with Additive Manufacturing,"Venture into the transformative world of additive manufacturing and understand its profound impact on modern businesses. Our course introduces learners to the intricacies of 3D printing, covering both the hardware and software aspects that are pivotal for successful implementation. With hands-on sessions and expert guidance, participants will gain a robust grasp of the technology, ensuring they are equipped to harnes....",$327.00
Build Your Own 3D Printer Training,"Embrace the realm of 3D printing by not just using but building your very own 3D printer. Our comprehensive course equips learners with the skills to construct, calibrate, and customize their 3D printing machine, ensuring optimal performance and precision. With detailed step-by-step instructions on the assembly process, participants will become proficient in setting up and optimizing their machines for the best print....",$542.82
WSQ - Additive Manufacturing and 3D Scanning,"Ever wondered how to bring a concept to life? Our WSQ Additive Manufacturing and 3D Scanning course is your gateway to the future of production. Learn how to navigate cutting-edge technologies like 3D scanning, additive manufacturing, and rapid prototyping. Get hands-on experience with digital fabrication, CAD design, and slicing software. Whether you're looking to develop prototypes, custom products, or complex indu....",$872.00
3D Printing and Prototyping,"Discover the transformative potential of 3D Printing and Prototyping in our hands-on course tailored for both novices and professionals. Initiate your journey with an in-depth exploration of 3D Prototyping, understanding the nuances of bringing an idea into a palpable dimension. As the course progresses, you'll be adeptly guided on how to seamlessly transit from mere ideation to a tangible prototype, integrating the ....",$270.32
Build Your Own 3D Printer Training,"Embrace the realm of 3D printing by not just using but building your very own 3D printer. Our comprehensive course equips learners with the skills to construct, calibrate, and customize their 3D printing machine, ensuring optimal performance and precision. With detailed step-by-step instructions on the assembly process, participants will become proficient in setting up and optimizing their machines for the best print....",$542.82
Business Innovation with Additive Manufacturing,"Venture into the transformative world of additive manufacturing and understand its profound impact on modern businesses. Our course introduces learners to the intricacies of 3D printing, covering both the hardware and software aspects that are pivotal for successful implementation. With hands-on sessions and expert guidance, participants will gain a robust grasp of the technology, ensuring they are equipped to harnes....",$327.00
WSQ - Additive Manufacturing and 3D Scanning,"Ever wondered how to bring a concept to life? Our WSQ Additive Manufacturing and 3D Scanning course is your gateway to the future of production. Learn how to navigate cutting-edge technologies like 3D scanning, additive manufacturing, and rapid prototyping. Get hands-on experience with digital fabrication, CAD design, and slicing software. Whether you're looking to develop prototypes, custom products, or complex indu....",$872.00
3D Printing and Prototyping,"Discover the transformative potential of 3D Printing and Prototyping in our hands-on course tailored for both novices and professionals. Initiate your journey with an in-depth exploration of 3D Prototyping, understanding the nuances of bringing an idea into a palpable dimension. As the course progresses, you'll be adeptly guided on how to seamlessly transit from mere ideation to a tangible prototype, integrating the ....",$270.32
WSQ - Agile Project Management for Business,"Elevate your project management skills to new heights with our Agile Project Management for Business course. This course is structured to equip you with the fundamentals and advanced techniques of Agile methodologies like Scrum and Kanban. Learn how to plan, execute, and close projects effectively while embracing changes and managing risks. The curriculum covers key aspects of Agile such as backlog grooming, sprint p....",$872.00
WSQ - Agile Software Development with Scrum and DevOps,"Accelerate your career in software development with our comprehensive Agile Software Development with Scrum and DevOps course. Gain invaluable insights into Agile principles, Scrum frameworks, and DevOps practices. Learn how to plan, execute, and deliver software projects efficiently while working within a team. By the end of this course, you'll be proficient in Agile planning, sprint cycles, as well as setting up an....",$872.00
WSQ - Effective Project Management for Small Projects,"Step up your project management game with our WSQ Effective Project Management for Small Projects course. Designed to focus on the unique challenges and constraints of smaller projects, this course covers vital aspects such as planning, budgeting, and time management. You'll learn how to set clear objectives, allocate resources wisely, and use project management tools to monitor progress. By the end of the course, yo....",$749.92
WSQ - Lean Manufacturing at Workplace,"Looking to make your manufacturing processes more efficient and cost-effective? Our WSQ Lean Manufacturing at Workplace course is designed to empower you with actionable strategies to eliminate waste and enhance productivity. Learn the core principles of Lean Manufacturing, including Value Stream Mapping, 5S, and Kanban. The course provides you with practical tools to identify inefficiencies, optimize workflows, and ....",$872.00
The Agile Design Thinking Experience- Working Together Better,"The Agile Design Thinking Experience - Working Together Better is a meticulously crafted workshop tailored for professionals eager to assimilate the core tenets of Design Thinking. Participants will learn the definition, essential mindsets, and attributes of Design Thinking, drawing connections to other pivotal frameworks such as Lean and Agile. The comprehensive coverage also allows learners to distinguish various t....",$654.00
Scrum Master Basic Training,"The Scrum Master Basic Training course is meticulously crafted for those eager to harness the power of the Scrum approach to achieve unparalleled project success. Beginning with a profound understanding of the Scrum methodology, participants will explore its pivotal role in solving complex project challenges. This comprehensive training illuminates the steps to establish a high-performing Scrum team, elucidates the a....",$324.82
Agile Project Management Training,"Immerse yourself in the realm of Agile Project Management with our in-depth training program at Tertiary Courses. This course is engineered to equip you with the quintessential knowledge and skills required for selecting an agile project, scoping the project landscape, and designing an efficacious sprint structure. Engage in a practical learning journey as you delve into collecting vital requirements, orchestrating s....",$654.00
Project Management For Small & Medium Enterprise Training,"Embark on a transformative journey with our Project Management for Small & Medium Enterprise Training course designed specifically to address the unique challenges and opportunities faced by SMEs. This course equips participants with the essential project management skills and methodologies to enhance business operations, streamline processes, and drive project success. With a focus on practical application, part....",$654.00
WSQ - Fundamentals of ISO 9001 Quality Management System,"Embark on a journey to master the Fundamentals of ISO 9001 Quality Management System (QMS) with our comprehensive course. Designed for professionals seeking to enhance their understanding of quality management principles, this course will guide you through the key elements of the ISO 9001 standard, enabling you to implement and maintain a robust QMS within your organization.
Explore the core components of ISO 9001, ....",$872.00
WSQ - ISO 9001 Quality Management System (QMS) Internal Auditor Training,"Venture into the world of quality management with our ISO 9001 Internal Auditor Training. This comprehensive course sheds light on the intricacies of the ISO 9001:2015 standard, emphasizing its principles, terminologies, and the methodologies inherent in effective internal auditing. Participants will be equipped with the skills to plan, conduct, report, and follow-up on an internal audit, ensuring their organization ....",$872.00
WSQ - Fundamentals of ISO 14001 Environmental Management System (EMS),"Unveil the intricacies of the ISO 14001 Environmental Management System (EMS) with our fundamental course designed for professionals aspiring to contribute meaningfully to organizational sustainability. Dive deep into assessing environmental risks, evaluating workplace hazards, and implementing effective management processes that align with global standards.
Strengthen your skills in determining necessary actions fo....",$981.00
WSQ - Process and Design FMEA,"Step into the vital world of Failure Mode and Effects Analysis (FMEA) with our comprehensive course. This course is meticulously designed to equip you with the knowledge and practical skills to identify and apply process and design FMEA techniques effectively. From discerning various failure modes to understanding their severity and detectability, our course provides a thorough understanding of FMEA procedures, prepa....",$981.00
WSQ - Continuous Process Improvement with FMEA,"Are you constantly seeking ways to elevate your organization's operational performance? Look no further. Our WSQ Continuous Process Improvement with FMEA course is designed to furnish you with the skills to perform Failure Mode and Effects Analysis (FMEA) in any process. You'll gain a deep understanding of how to identify potential failure modes, assess their impact, and develop mitigation strategies. These key compe....",$686.70
WSQ - Statistical Process Control (SPC) in Manufacturing,"Unlock the secrets of manufacturing excellence with our Statistical Process Control (SPC) course. Tailored for professionals in the manufacturing sector, this course equips you with the skills to collect and analyze data, identify process variations, and apply corrective actions. Learn how to use SPC charts, calculate control limits, and improve your problem-solving skills to ensure optimum product quality and proces....",$381.50
WSQ - Process Performance Improvement using Six Sigma Methodology,"Is inefficiency plaguing your organization? WSQ Process Performance Improvement using Six Sigma Methodology is here to rescue. This course provides a deep dive into Six Sigma's DMAIC (Define, Measure, Analyze, Improve, Control) process. Learn the practical skills to identify inefficiencies, set key metrics, and apply statistical methods for data-driven decision-making. By mastering these foundational concepts, you'll....",$686.70
WSQ - Statistics Fundamental Training for Beginners,"Embark on your journey into the world of statistics with our WSQ-endorsed Statistics Fundamental Training for Beginners course. This comprehensive training covers essential statistical concepts, including data collection, types of data, basic probability, and data interpretation methods. Through real-world examples and hands-on exercises, you'll gain the skills needed to understand, analyze, and interpret data in var....",$749.92
Six Sigma For Small & Medium Enterprises,"The Six Sigma For Small & Medium Enterprises course is specifically tailored to meet the unique needs and challenges faced by SMEs in today’s fast-paced business environment. This comprehensive training program will empower you with the tools and methodologies of Six Sigma, a proven approach to process improvement and operational excellence. You will learn how to identify and eliminate waste, improve qualit....",$654.00
ISO 14001:2015 Environment Management System,"In a business landscape increasingly focused on sustainability and corporate responsibility, mastering the ISO 14001:2015 Environment Management System stands as a significant asset. Our comprehensive course equips you with the necessary skills to implement, manage, and improve an environmental management system in line with the globally recognized ISO 14001:2015 standard. Whether you are an environment manager seeki....",$327.00
Process Improvement with Design of Experiment (DOE),"Embrace a comprehensive exploration into the dynamic realm of Design of Experiment (DOE) and its pivotal role in process improvement. Our course meticulously unveils the theory, methodology, and practical application of DOE, ensuring participants are well-versed with the principles, applications, and the inherent limitations of various statistical techniques involved. With expert insights and real-world examples, att....",$654.00
